azimuth_deg,elev_deg,dist_km,height_m_amsl,lat,lon
62.4,3.8904,32.900,2789.2,-33.23860,-70.47313
62.5,3.8742,59.520,4752.4,-33.12759,-70.21963
62.6,3.9032,59.500,4781.2,-33.12850,-70.21930
62.7,3.9199,59.480,4797.1,-33.12942,-70.21897
62.8,3.9943,57.760,4740.8,-33.13739,-70.23484
62.9,4.1440,57.700,4887.8,-33.13844,-70.23491
63.0,4.1589,57.680,4901.3,-33.13933,-70.23461
63.1,4.1444,57.580,4878.6,-33.14054,-70.23507
63.2,4.0914,57.500,4818.6,-33.14168,-70.23534
63.3,4.0355,57.460,4759.0,-33.14264,-70.23523
63.4,3.9465,57.560,4677.0,-33.14304,-70.23379
63.5,3.8994,57.800,4647.5,-33.14287,-70.23100
63.6,3.8794,57.860,4631.8,-33.14344,-70.22993
63.7,3.8720,57.660,4609.2,-33.14506,-70.23137
63.8,3.8862,57.680,4625.1,-33.14579,-70.23069
63.9,3.9213,52.020,4229.7,-33.16923,-70.28469
64.0,3.9514,52.060,4260.3,-33.16980,-70.28387
64.1,3.9780,52.080,4286.1,-33.17046,-70.28325
64.2,4.0206,52.100,4326.7,-33.17111,-70.28262
64.3,4.0359,52.100,4340.7,-33.17185,-70.28219
64.4,4.0321,52.100,4337.2,-33.17258,-70.28177
64.5,4.0669,52.100,4369.0,-33.17332,-70.28134
64.6,4.1250,52.080,4420.6,-33.17413,-70.28111
64.7,4.1899,52.040,4476.7,-33.17502,-70.28108
64.8,4.2384,52.080,4524.3,-33.17561,-70.28027
64.9,4.2829,52.060,4563.4,-33.17642,-70.28004
65.0,4.3324,52.040,4607.0,-33.17724,-70.27982
65.1,4.3270,52.100,4607.1,-33.17775,-70.27882
65.2,4.3055,52.440,4615.4,-33.17719,-70.27509
65.3,4.3317,52.540,4647.9,-33.17756,-70.27370
65.4,4.3594,52.580,4676.8,-33.17815,-70.27290
65.5,4.3424,52.660,4667.8,-33.17860,-70.27170
65.6,4.3882,52.760,4718.6,-33.17898,-70.27031
65.7,4.4384,52.780,4766.9,-33.17966,-70.26971
65.8,4.4976,52.820,4825.2,-33.18026,-70.26890
65.9,4.5289,52.940,4864.6,-33.18057,-70.26732
66.0,4.5324,52.980,4871.4,-33.18118,-70.26652
66.1,4.5670,53.040,4908.8,-33.18172,-70.26552
66.2,4.5508,53.060,4895.5,-33.18240,-70.26492
66.3,4.5583,53.140,4909.4,-33.18287,-70.26373
66.4,4.5355,53.240,4896.8,-33.18327,-70.26234
66.5,4.5052,53.280,4871.9,-33.18389,-70.26154
66.6,4.4879,53.380,4864.2,-33.18429,-70.26016
66.7,4.4776,53.520,4866.5,-33.18456,-70.25838
